Yield Score,Cost Efficiency Score,Fertilizer Score,Labor Score,Pesticide Score,Water Score,Soil Suitability Score,Market Price Score,ROI Score,Final Farmer Score
-2.5812761821193395,-3.73280400100409,-1.5559817514407133,-1.1453024277820172,-1.6911741945142518,-0.22080041062077763,-1.504553545489931,-1.4824834352528375,-1.2523505612121246,-3.822773333160756
0.8560867608501352,0.22244726935899908,-0.1948760358593989,-0.9295124610392107,-0.4609788172404895,1.6550142175265157,-0.46990530348854365,-1.962589406149398,-1.3206562519693557,-0.7379406508794581
-0.24980439605342533,0.2242840733545238,1.2235743146750282,-0.8937495171127344,-0.715993011547327,-0.08533766513645681,-0.936747482511551,0.4760850684822952,0.3731463018406734,-0.08297321433942517
0.032603408325793094,0.3246960251098716,1.241583373585923,-0.163336848783853,-0.1485756418121473,0.17640391088409596,0.5110190369586088,1.1285588341869999,-0.04383092147471082,0.801278499148373
-0.36158051477444736,0.30816478915015,1.226417850292538,-0.447015793827767,-0.6611930070177696,-1.369555105377648,1.7161017252699828,-0.053924390428602975,0.992361942888251,0.529060512971345
0.41491730111937664,0.3571462290308072,-0.1664406796843019,0.28400302609308864,0.7459157707057442,1.0848461644992882,1.5984649063495033,0.31432893491857944,0.41689765931916106,1.0899391824770357
-0.3220137470855902,0.31551200513224886,-0.09440444404072258,-0.34639462956005396,0.697588207656056,-0.4312651281811635,1.837443640849376,0.490425151245036,0.48073892584389327,0.7976245664480109
0.8160254085651671,0.36633024900843086,0.5079511842684177,1.9800151804368316,1.050120520259586,1.4919997271979262,-0.8325416389796297,0.5996965818971206,1.7133664564368003,1.140180757107024
0.31600038189723345,0.33632911708152763,1.1742863639715264,-0.4154959110451099,0.5180858306143566,-0.3371299999632462,-0.11514229839764699,-1.8834321492990693,-1.027343579894187,-0.5260125542584154
0.21559970888675808,0.32408375711136395,-0.1996152618885818,-0.294871744242249,0.3467818794471577,-0.9960758974886726,-0.3295747675322229,-0.8328776861006814,-1.0804702282609224,-0.46024176565188507
0.5756572948553592,0.3571462290308072,0.2235976225174467,0.6731523481405092,-0.10067957486111695,1.4483761311945003,0.7277671915050055,-0.4023884015632036,-0.8246587197387434,0.4322312964117304
-3.5922070965696435,-1.7704850657852509,-1.5318116986918808,-1.1459085793739914,-1.677366319357198,1.7170056434261205,0.38875084721448777,-1.1621259863332092,-0.9804671254529501,-2.7138047586006455
-3.9517700979421337,-2.868281587110486,-1.5256507048539432,-1.150757792109785,-1.663558444200144,-0.7496408463816027,1.372917147238189,0.5437702591224316,-1.1081496585024146,-2.4278845247972556
0.49553459028542307,0.3344923130860029,-0.6697464839835204,0.38886725150462104,0.9232606672541542,0.5682509486692501,-0.8543090818507421,1.205708479450545,0.4088616957006633,0.6761313041609478
-0.3427863001222404,0.27449004923219816,-0.7379913388037536,-0.10999550869012541,1.2322118738932333,-0.5690238524025079,-1.0330799956432826,0.2770447197354535,0.13965691448098844,-0.17614849819867634
0.9619278644178284,0.347349941054676,-0.020472517985470017,0.7246752334583142,1.8143001109827823,-0.004978409340673322,-1.069667825150046,-0.5434948159485727,-0.6367064595505458,0.14083016355779693
0.020238793423025196,0.36020756902334816,-0.6612158771309913,0.08336684914963644,1.7366308132243549,-1.2126632250144513,-1.1048662434097174,1.2366830582180655,0.5075254712388859,0.41670208243518836
0.18444087933178321,0.34367633306362655,-0.6616897997339097,0.23732935351107717,-0.3902134570605889,1.0557637671636715,-0.015567825689366706,1.3310408027968994,0.3615387988361767,0.7053627657638497
0.5543901572225981,0.34428860106213505,0.19374049853359462,0.8125672142945695,1.681830808694797,1.2800043571461923,1.059373342477697,-1.7113511561461803,-1.056362337405429,0.21116836803978056
0.5924731711231237,0.3479622090531845,-0.07023439129188998,-0.25001652643615996,-0.49895047392238756,0.3003867626833044,1.2654693441297193,1.3717666378430835,2.7468806662602634,1.5704313325747437
0.5801085562203558,0.3216346851173307,0.0790512286273699,0.4064456476718721,0.4732102363539319,-0.5146856889596441,0.1238364361022257,-0.39837317838963615,-0.27330232702514684,0.23126499789177588
0.5281771736287302,0.3510235490457254,-0.1384792461121231,1.1241291325692957,2.2488166823313187,0.17946521586679187,-1.4197994594173018,-1.5209148570569828,-1.1010065797304167,-0.46298221517715726
0.4134335473310444,0.3571462290308072,0.5278559335909857,0.23308629236725795,-0.20984808782157363,0.8828000356413177,0.1238364361022257,-0.036716291113314224,0.20573039312196992,0.44136612816263693
-0.06928101847301447,0.34857447705169214,2.428285571293309,-0.1299985112252733,-0.520956774953942,-0.49861383780048774,0.3100175432125919,0.08087238754115984,2.1758808069236717,0.7245459124407552
0.13893909648959726,0.3571462290308072,1.8970183334219108,2.5910159851468,0.008488938099339715,0.8697894894648585,0.01824118132321206,0.004009543932869581,0.11019171454649647,0.7007953498883964
0.08502937551352908,0.34428860106213505,-0.5688009695619258,0.4725161711970572,-0.30952368661155555,0.8261658934614324,-0.9951027548894268,-0.15745978797559124,1.0762931184592277,-0.02451029113362023
0.9861625096272533,-1.9915138132467176,-1.5493468349998574,-1.1471208825579398,-1.6661474207920919,0.7236121765410987,0.46979983662820435,1.4457614648988255,1.079418215421977,0.13443578133216133
0.6928738441335984,0.3387781890755609,0.44207594246277604,-0.009980496014386532,-0.09679610997319543,0.820808609741714,0.2715771653763721,-1.9594345879415955,-0.9657345254857044,-0.3433159192402758
0.0340871621141253,-1.736810325867299,-1.5389205377356552,-1.1483331857418881,-1.7054135657699634,-1.123885380516252,2.1574713647629653,-0.16606383763323604,-1.0978814827676675,-0.9498687475005009
0.5014696054387519,0.3344923130860029,0.16909652318184398,-0.08574944501115847,-0.18913627508599276,-0.3333033687348758,-0.8543090818507421,-0.9418623150975111,-0.646528192862043,-0.43740468627461754
-0.37345054508110426,0.3167365411292651,-0.6749596326156218,-0.5397569873998159,-0.7738134887674897,-1.128477337990297,0.5957731230312384,0.8552368567291608,-0.812604774310997,0.03486611524727458
0.6033540322375595,0.18693572544552253,0.9965653878771696,-0.795552959212918,0.23977084697999088,-0.48407263913267945,-1.2674273593195147,-0.2956981858084124,-0.5670614415235651,-0.24648670268066128
-0.18155172179014678,0.27755138922473904,1.947254129331249,-0.8846572432331218,-0.4855740948639916,0.4519213593267825,0.6388448716910992,0.8145110216829775,-0.8554632469429849,0.4906942196175354
-0.31063830137504356,0.3246960251098716,-0.6768553230272948,0.16640961725009853,0.37828109464918686,-0.12054267243746743,0.819005196730732,-1.6347751141931444,-1.2876195126488648,-0.5972642419154902
0.3367729349338836,0.3516358170442331,0.2217019321057736,1.4156880483088743,0.5444070926324904,-0.20702453819864383,0.15996112852662514,0.3926257868031441,0.1793902901502271,0.6660829892349502
